archive,fold,field,run_00z,phase,class,detail
ICON,fold_5,u10,2026-02-18,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-19,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-20,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-21,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-22,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-23,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-24,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-25,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-26,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-27,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-02-28,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-01,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-02,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-03,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-04,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-05,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-06,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-07,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-08,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-09,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-10,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-11,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-12,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-13,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-14,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-15,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-16,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-17,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-18,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-19,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-20,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-21,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-22,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-23,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-24,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-25,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-26,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-27,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-28,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-29,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-30,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-03-31,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-01,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-02,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-03,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-04,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-05,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,u10,2026-04-06,evaluation,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2023-12-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-01-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-01-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-01-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-01-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-01-29,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-02-06,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-02-18,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-14,history,"ARCHIVE_DEFECT (stub file 245689 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-15,history,"ARCHIVE_DEFECT (stub file 245689 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-16,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-17,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-18,history,"ARCHIVE_DEFECT (stub file 241885 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-19,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-20,history,"ARCHIVE_DEFECT (stub file 245689 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-21,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-22,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-23,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-24,history,"ARCHIVE_DEFECT (stub file 241969 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-27,history,"ARCHIVE_DEFECT (stub file 245689 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-29,history,"ARCHIVE_DEFECT (stub file 245689 bytes, not a readable zip)",
ICON,fold_5,v10,2024-03-30,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-03-31,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-06,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-07,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-09,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-10,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-11,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-12,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-13,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-14,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-15,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-16,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-17,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-18,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-19,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-20,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-21,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-22,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-23,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-24,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-29,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-04-30,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-05,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-06,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-07,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-08,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-09,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-10,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-11,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-12,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-13,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-14,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-15,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-16,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-17,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-18,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-19,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-20,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-21,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-22,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-23,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-24,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-29,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-30,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-05-31,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-06-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-06-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-06-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2024-06-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-29,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-30,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-01-31,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-05,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-06,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-07,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-08,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-09,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-10,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-11,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-12,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-13,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-14,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-15,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-16,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-17,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-18,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-19,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-20,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-21,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-22,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-23,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-24,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-02-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-04,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-05,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-06,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-08,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-09,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-10,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-11,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-12,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-13,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-14,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-15,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-16,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-17,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-18,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-19,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-20,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-21,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-22,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-23,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-24,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-25,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-26,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-27,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-28,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-29,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-30,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-03-31,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-04-01,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-04-02,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-04-03,history,ARCHIVE_ABSENCE (run file absent),
ICON,fold_5,v10,2025-08-10,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-11,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-12,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-13,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-14,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-15,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-16,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-17,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-18,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-19,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-20,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-21,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-22,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-23,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-24,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-25,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-26,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-27,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-28,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-29,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-30,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-08-31,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-01,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-02,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-03,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-04,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-05,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-06,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-07,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-08,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-09,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-10,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-11,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-12,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-13,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-14,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-15,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-16,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-17,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-18,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-19,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-20,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-21,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-22,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-23,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-24,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-25,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-26,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-27,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-28,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-29,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-09-30,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-01,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-02,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-03,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-04,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-05,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-06,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-07,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-08,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-09,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-10,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-11,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-12,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-13,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-14,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-15,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-16,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-17,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-18,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-19,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-20,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-21,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-22,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-23,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-24,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
ICON,fold_5,v10,2025-10-25,history,ARCHIVE_ABSENCE (outside archive span 2020-01-01..2025-08-09),
